Position,Track_Name,Artist,URL
29,Farfara,"Gus Vali",https://open.spotify.com/track/0nUcCNYfhyZuJM6dOU6BBE
30,İhtimaller,"Baran Bölükbaşı",https://open.spotify.com/track/1Xw9e68zOJQYqw5f3OPpuf
31,"Deep End",AREZRA,https://open.spotify.com/track/5F9Af8IkIrfayGZtxskdgn
32,"Kavanoz Dipli Dünya","Turgut Akyüz",https://open.spotify.com/track/7EhUVuaZ6F1EMYv9kWcmO6
33,Sağanak,Aspova,https://open.spotify.com/track/5dxswPRA3fzRsFugp11ws3
34,"Ay Işığında","Nermine Memmedova",https://open.spotify.com/track/20HAyFqvjXcUHvIkJ8PnHF
35,"Луна не знает пути (Demo Version)",Тайпан,https://open.spotify.com/track/39yamZ1XJQBPkRDIBCWcwl
36,"Laxed – Siren Beat","Jawsh 685",https://open.spotify.com/track/3BJiF37kmX4HCfYSO7qBnQ
37,"Sar Bu Şehri (Akustik)",Canozan,https://open.spotify.com/track/4YiW28JXKVnk0wGTLUfUz8
38,Gidemiyom,"Gamze Ökten",https://open.spotify.com/track/50tGFnMjB7akNAls1qXJKv
39,"Ah Adam",Oynat,https://open.spotify.com/track/1W4PQEm8wz8sM5aMLX2RPV
40,Djadja,"Aya Nakamura",https://open.spotify.com/track/7sKDftgGirHWTVFMtJoDoh
41,"Yanar Yüreğim","Kürşat Gürel",https://open.spotify.com/track/67Zv3AMrJ0WkApqbpsXiJF
42,"O Ben Olamam","Mavi Gri",https://open.spotify.com/track/3jwAjmoSIleloreUAmTkBI
43,"Beni Kendinden Kurtar","Perdenin Ardındakiler",https://open.spotify.com/track/15XIirnxN07thDhFLuFbH6
44,"En Büyük Hatanım",Sancak,https://open.spotify.com/track/0Tm6VZ5nwe5Lrso9j1Bx0U
45,Kalmam,"Ebru Yaşar",https://open.spotify.com/track/5dCXnMbtn7Uzb4lHolYUPd
46,"Spit it out",Solar,https://open.spotify.com/track/5F6RrFgt1yvRhNCdAEumM6
